food_id,food_name,scientific_name,food_category,source,food_type,serving_size_g,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,water_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_c_mg,vitamin_b6_mg,folate_ug,vitamin_e_mg,saturated_fat_g,mufa_g,pufa_g,cholesterol_mg,starch_g,sugars_free_g,oxalate_mg,phytic_acid_mg,total_carbs_g,na_k_ratio,protein_quality,ingredients,brand,nutriscore_grade,unified_id,data_completeness
OFF_8901063146457,Britannia winking cow chocolate 180ml,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,109.0,3.9,2.9,16.7,0.0,0.0,65.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,16.7,0.0,Unknown,,Britannia,unknown,FOOD_001914,0.32142857142857145
OFF_8901063154049,Britannia Nutrichoice Oatmeal Cookies,,Snacks_Sweets,OpenFoodFacts,Packaged_Food,100,483.0,8.0,19.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,70.0,0.0,Unknown,,Britannia,d,FOOD_001915,0.2857142857142857
OFF_8901063155329,Tiger Crunch biscuit 400g,,Snacks_Sweets,OpenFoodFacts,Packaged_Food,100,483.0,6.0,19.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,72.0,0.0,Unknown,,Britannia,unknown,FOOD_001916,0.2857142857142857
OFF_8901063155343,Britannia Tiger Crunch ChocoChips,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,487.0,6.1,19.1,72.8,0.0,0.0,178000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,0.0,0.0,72.8,0.0,Unknown,,Britannia,e,FOOD_001917,0.32142857142857145
OFF_8901063155442,Tiger Krunch ChocoChips,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,483.0,6.0,19.0,72.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,72.0,0.0,Unknown,,Britannia,e,FOOD_001918,0.32142857142857145
OFF_8901063155619,Britannia Tiger Khunch Chocochips,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,487.0,6.1,19.1,72.8,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,0.0,0.0,72.8,0.0,Unknown,"NGREDIENTS: REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, CHOCO CHIPS (8%) [SUGAR, EDIBLE VEGETABLE FAT, COCOA SOLIDS, DEXTROSE MULSIFIER (322(i))& NATURAL FLAVOURING SUBSTANCE], INVERT SUGAR SYRUP, COLOURS [150c, 124 & 133], RAISING AGENTS [500(ii) & 503(ii)], COCOA SOLIDS 0.4%), IODISED SALT, EMULSIFIERS [322(i), 471 & 472e], NATURE IDENTICAL (CHOCOLATE) & ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCES, MINERAL DOUGH ONDITIONER [223] AND VITAMIN*. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, SOY AND SULPHITE.",Britannia,d,FOOD_001919,0.32142857142857145
OFF_8901063158351,Chunkies Coconut Cookies,,Snacks_Sweets,OpenFoodFacts,Packaged_Food,100,541.0,4.7,30.4,62.1,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,0.0,0.0,62.1,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA), SUGAR, COCONUT PRODUCTS (16.5%) [DESICCATED COCONUT & COCONUT MILK POWDER] INTERESTERIFIED VEGETABLE FAT, BUTTER, INVERT SUGAR SYRUP, RAISING AGENTS [503, 500(ii)& 450(i)], NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES, EMULSIFIERS [322(i), 471 & 472e) AND IODIZED SALT.",Britannia,e,FOOD_001920,0.32142857142857145
OFF_8901063162327,Br Marie gold 10,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,445.0,8.4,10.7,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,78.9,0.0,Unknown,wheat,Britannia,d,FOOD_001921,0.2857142857142857
OFF_8901063162365,Marie Gold,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,453.0,8.3,0.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,0.0,Unknown,,Britania,unknown,FOOD_001922,0.21428571428571427
OFF_8901063162426,Marie gold,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,445.0,8.4,10.7,78.9,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,78.9,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (73%), SUGAR, REFINED PALM OIL, INVERT SUGAR STRUP, MILK PRODUCTS [MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK], RAISING AGENTS [503 (ii) & 500 (ii)], IODIZED SALT, NATURE IDENTICAL & ARTIFICIAL (MILK & VANILLA) FLAVOURING SUBSTANCES, EMULSIFIER (472e), CALCIUM SALT, DOUGH CONDITIONER (223), VITAMINS, FERROUS SALT, COLOUR (150D) AND POTASSIUN IODATE",Britannia,e,FOOD_001923,0.32142857142857145
OFF_8901063162518,Mari Gold,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,445.0,7.9,10.6,79.5,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,79.5,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (73%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP, MILK PRODUCTS (MILK SOLIDS&SWEETENED CONDENSED PARTLY SKIMMED MILK), RAISING AGENTS [503(ii) & 500(ii)], IODISED SALT, MINERALS**, ARTIFICIAL (MILK & VANILLA) & NATURE IDENTICAL FLAVOURING SUBSTANCES, EMULSIFIER (472e), DOUGH CONDITIONER (223), VITAMINS&quot;, COLOUR (150d) AND IMPROVER (1101(i))",Generic,e,FOOD_001924,0.32142857142857145
OFF_8901063162525,Marie gold 5*117g (4),,Processed_Foods,OpenFoodFacts,Packaged_Food,100,445.0,7.9,10.6,79.5,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,79.5,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (73%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP, MILK PRODUCTS (MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK), RAISING AGENTS [503(ii) & 500(ii)], IODISED SALT MINERALS ARTIFICIAL (MILK & VANILLA) & NATURE IDENTICAL FLAVOURING SUBSTANCES, EMULSIFIER (472e), DOUGH CONDITIONER (223) VITAMINS COLOUR (150d) AND IMPROVER (1101(i)). (Numbers in brackets as per International Numbering System) et CONTAINS WHEAT, MILK AND SULPHITE.",Britannia,e,FOOD_001925,0.32142857142857145
OFF_8901063162532,Marie gold,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,445.0,7.9,10.6,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,79.5,0.0,Unknown,,Britannia,d,FOOD_001926,0.2857142857142857
OFF_8901063162600,Marie Gold,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,445.0,7.9,10.6,79.5,0.0,0.0,316000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,79.5,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (73%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUF, MILK PRODUCTS (MILK SOLIDS&SWEETENED CONDENSED PARTLY SKIMMED MILK), RAISING AGENTS [(503(ii) & 500(ii)], 1ODISED SALT MINERALS ARTIFICIAL (MILK & VANILLA) & NATURE IDENTICAL FLAVOURING SUBSTANCES, EMULSIFIER (479 DOUGH CONDITIONER (223), VITAMINS, COLOUR (150d) AND IMPROVER (1101(i)). Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK AND SULPHITE. Vitamins+ Minerals*",Britannia,e,FOOD_001927,0.32142857142857145
OFF_8901063162648,Britannia Marie Gold,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,445.0,7.9,10.6,79.5,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,79.5,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (73%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP MILK PRODUCTS (MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK), RAISING AGENTS [503 & 500(i)], 10DISED SALT, MINERALS**, ARTIFICIAL (MILK & VANILLA) & NATURE IDENTICAL FLAVOURING SUBSTANCES, EMULSIFIER (472e), DOUGH CONDITIONER (223), VITAMINS, COLOUR (150d) AND IMPROVER (1101(i)). (Numbers in brackets as per International Numbering System)",Britannia,e,FOOD_001928,0.32142857142857145
OFF_8901063162914,Marie Gold Biscuit,,Snacks_Sweets,OpenFoodFacts,Packaged_Food,100,445.0,7.9,10.6,79.5,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,79.5,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (73%), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP, MILK PRODUCTS (MILK SOLIDS & SWEETENED CONDENSED PARTLY SKIMMED MILK), RAISING AGENTS [503(i)&500), 10DISED SALT, MINERALS, ARTIFICIAL (MILK & VANILLA) & NATURE IDENTICAL FLAVOURING SUBSTANCES, EMULSIFIER (472e), DOUGH CONDITIONER (223) VITAMINS AND COLOUR (150d).",Britannia,e,FOOD_001929,0.32142857142857145
OFF_8901063163287,Tiger glucose biscuits,,Snacks_Sweets,OpenFoodFacts,Packaged_Food,100,457.0,7.5,13.4,76.6,0.0,0.0,126.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,76.6,0.0,Unknown,,Britannia,e,FOOD_001930,0.32142857142857145
OFF_8901063166257,Chocolate Bar,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,140.0,2.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,Unknown,,Britannia Tiger Kreemz  Choco,unknown,FOOD_001931,0.2857142857142857
OFF_8901063301283,Atta Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,197.0,5.62,1.25,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,0.0,Unknown,,Britannia,unknown,FOOD_001932,0.25
OFF_8901063325036,Britannia toastea 250gm,,Beverages,OpenFoodFacts,Packaged_Food,100,432.0,9.2,8.0,80.9,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,80.9,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (71%), SUGAR, REFINED PALM AND PALMOLEIN OIL, SEMOLINA (SUJI) (1.8%), YEAST, VITAL GLUTEN, COLOUR (150a), INVERT SUGAR SYRUP, IODISED SALT, EMULSIFIERS (472e, 471), SPICE (0.3%) (GREEN CARDAMOM SEEDS), BREAD IMPROVER (STARCH, SOYA FLOUR, IMPROVERS [1100(i), 1104, 1102]), WHEAT FIBER, NATURE IDENTICAL & ARTIFICIAL (MILK) FLAVOURING SUBSTANCES AND ANTIOXIDANT (300). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT AND SOY",Britannia,d,FOOD_001933,0.32142857142857145
OFF_8901063325074,Toastea,,Beverages,OpenFoodFacts,Packaged_Food,100,434.0,9.2,8.0,81.3,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,81.3,0.0,Unknown,,Britannia,unknown,FOOD_001934,0.32142857142857145
OFF_8901063325463,Britannia toastea,,Beverages,OpenFoodFacts,Packaged_Food,100,432.0,9.2,8.0,80.9,0.0,0.0,213.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.0,0.0,80.9,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (71%), SUGAR, REFINED PALM AND PALMOLEIN OIL, SEMOLINA (SUJ!) (1.8%), YEAST, VITAL GLUTEN, COLOUR (150a), INVERT SUGAR SYRUP, IODISED SALT, EMULSIFIERS (472e, 471), SPICE (0.3%) (GREEN CARDAMOM SEEDS), BREAD IMPROVER (STARCH, SOYA FLOUR, IMPROVERS [1100(1), 1104, 1102]), WHEAT FIBRE, NATURE IDENTICAL & ARTIFICIAL (MILK) FLAVOURING SUBSTANCES AND ANTIOXIDANT (300). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT GLUTEN AND SOYA.",Britannia,d,FOOD_001935,0.32142857142857145
OFF_8901063325609,Toastea premium rusk,,Beverages,OpenFoodFacts,Packaged_Food,100,433.0,9.0,8.3,80.7,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,80.7,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (71), SUGAR REFINED PALM AND PALMOLEIN OIL, SEMOLINA (SUJI) (1.8%), YEAST, INVERT SUGAR SYRUP, VITAL GLUTEN, 1ODISED SALT, IMPROVERS (11000), 1102, 11041, SPICES-0.19% (GREEN CARDAMOM SEEDS& ITS OIL), WHEAT FIBRE, EMULSIFIER BLEND (481(), 471, 472e] AND ANTIOXIDANT (300).",Britannia,d,FOOD_001936,0.32142857142857145
OFF_8901063325784,Toastea Rusk,,Beverages,OpenFoodFacts,Packaged_Food,100,432.0,9.0,8.0,80.0,0.0,0.0,213.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,80.0,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA) (7190). SUGAR, REFINED PALM AND PALMOLEIN OIL, SEMOLINA VEAST VITAL GLUTEN, COLOUR (150a), INVERT SUGAR SYRUP, IODISED SALT, EMULSIFIERS (472e, 471), SPICE (0.3%) (GREEN CARDAMOM SEEDS), BREAD IMPROVE STARCH, SOYA FLOUR, IMPROVERS [1100(1), 1104 1102]}, WHEAT FIBER, NATURE IDENTICAL & ARTIFICIAL (MILK) FLAVOURING SUBSTANCES AND ANTIOXIDANT (300).",Britannia,d,FOOD_001937,0.32142857142857145
OFF_8901063337169,Sandwich bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,252.0,7.3,1.7,52.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,52.0,0.0,Unknown,,Generic,unknown,FOOD_001938,0.32142857142857145
OFF_8901063337718,Sweet slice,,Processed_Foods,OpenFoodFacts,Packaged_Food,100,279.0,7.1,2.1,57.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,57.8,0.0,Unknown,,Britannia,unknown,FOOD_001939,0.2857142857142857
OFF_8901063338555,100% Whole Wheat Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,245.0,8.3,2.0,50.7,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,55.1,0.0,Unknown,,Britannia,a,FOOD_001940,0.32142857142857145
OFF_8901063338593,100% Whole Wheat Brown Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,245.0,8.3,2.0,50.7,4.4,0.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,55.1,0.0,Unknown,,Britannia,c,FOOD_001941,0.35714285714285715
OFF_8901063338623,Multi Grain Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,260.0,9.0,4.0,47.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,54.0,0.0,Unknown,"WHOLE WHEAT FLOUR (ATTA) (52%), LEGUMES & OIL SEEDS-6% (SOYA FLAKES, SUNFLOWER SEEDS, FLAX SEEDS, MELON SEEDS, SESAME SEEDS), YEAST, ROLLED OATS (2%), RAGI FLOUR (2%), WHEAT BRAN (1.4%), SUGAR, IODISED SALT, EDIBLE VEGETABLE OIL (PALM), WHEAT GRITS (0.4%), CLASS II PRESERVATIVE (282), IMPROVERS (1100(i), 1102, 1104), EMULSIFIERS (471, 481(i), 472e), ACIDITY REGULATOR (260) AND FLOUR TREATMENT AGENT (510). CONTAINS PERMITTED NATURAL FOOD COLOUR (150a)",Britannia,unknown,FOOD_001942,0.32142857142857145
OFF_8901063338685,Brown bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,248.0,7.9,1.5,51.6,3.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,54.6,0.0,Unknown,"FLOURS (WHEAT FLOUR (ATTA) (32%), REFINED WHEAT FLOUR (MAIDA), WATER, YEAST, SUGAR, VITAL GLUTEN, IODISED SALT, REFINED PALMOLEIN OIL, COLOUR (150a), PRESERVATIVE (282), EMULSIFIER (472e), IMPROVER [1100(i), ACIDITY REGULATOR (260), AND FLOUR TREATMENT AGENT (510), VITAMINS",Britannia,c,FOOD_001943,0.35714285714285715
OFF_8901063338838,Britannia Brown Bread 200 g,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,246.0,7.6,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,Unknown,,Britannia,unknown,FOOD_001944,0.21428571428571427
OFF_8901063341241,Atta Kulcha Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,298.0,8.5,4.3,56.2,4.4,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,60.6,0.0,Unknown,,Britannia,c,FOOD_001945,0.35714285714285715
OFF_8901063341500,White bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,250.0,7.4,1.2,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.4,0.0,Unknown,,Britannia,unknown,FOOD_001946,0.25
OFF_8901063341838,Britannia 100% Whole Wheat Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,245.0,8.3,2.0,50.7,4.4,0.0,478.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,55.1,0.0,Unknown,,Britannia,unknown,FOOD_001947,0.35714285714285715
OFF_8901063341852,Milk Bread,,Dairy_Products,OpenFoodFacts,Packaged_Food,100,279.0,6.9,1.8,58.8,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA), WATER, SUGAR. MILK SOLIDS (3.5%), YEAST, REFIN PALMOLEIN OIL, IODISED SALT, VITAL WHEAT GLUTEN,SOYA FLOUR, PRESERVATIVES (200), EMULSIFIERS [471, 481 (1) & 472), CALCIUM SALT, STABILIZER [412], DOUGH CONDITIONER [516], ACIDITY REGULATOR (260), FLOUR TREATMENT AGENT [510] ANTIOXIDANT [300] AND VITAMINS*.",Britannia,unknown,FOOD_001948,0.2857142857142857
OFF_8901063342026,Vitarich Sandwich Premium White Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,252.0,8.2,1.5,51.2,0.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,51.2,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA), WATER, SUGAR, VITAL GLUTEN, YEAST, IODISED SALT, REFINED PALMOLEIN OIL, SOYA FLOUR, PRESERVATIVE (282), EMULSIFIERS [471, 481() & 472e], DOUGH CONDITIONERS [516, 1700)], ACIDITY REGULATOR (260), STABILIZER (412), VITAMINS, FLOUR TREATMENT AGENT (510), IMPROVERS [1100(1), 1104, 1102 & XYLANASE] AND ANTIOXIDANT (300)",Britannia,c,FOOD_001949,0.32142857142857145
OFF_8901063342354,sandwich white bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,254.0,7.4,2.4,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,52.6,0.0,Unknown,"REFINED WHEAT FLOUR (MAIDA), WATER, SUGAR YEAST, IODISED SALT, REFINED PALM OIL, SOYA FLOUR, VITAL GLUTEN, PRESERVATIVE (282), FLOUR TREATMENT AGENT (516 & 510), EMULSIFIER (472e), STABILIZER (1700), 412), ACIDITY REGULATOR (260), IMPROVERS [1101(1), 1102,1104], ANTIOXIDANT (300), VITAMINS.",Britannia,b,FOOD_001950,0.2857142857142857
OFF_8901063342804,Britannia Brown Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,248.0,7.90000009536743,1.5,51.5999984741211,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.5999984741211,0.0,Unknown,,Britannia,unknown,FOOD_001951,0.2857142857142857
OFF_8901063342910,Brown bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,246.0,7.3,1.5,52.2,2.9,0.0,547.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,55.1,0.0,Unknown,,Britannia,c,FOOD_001952,0.35714285714285715
OFF_8901063342934,100% Whole Wheat Sandwich Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,245.0,8.3,2.0,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,0.0,Unknown,"WHEAT FLOUR (ATTA) (62%), YEAST, WHEAT BRAN, VITAL GLUTEN, SUGAR, IODISED SALT, REFINED PALMOLEIN OIL, COLOUR (150a), PRESERVATIVE (282), IMPROVERS (1100(i), 1104, 1102, XYLANASE), EMULSIFIERS (471, 481(i), 472e), ACIDITY REGULATOR (260) AND FLOUR TREATMENT AGENT (510).",Britannia,unknown,FOOD_001953,0.25
OFF_8901063343276,Multi Grain Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,504.0,19.2,8.6,94.0,13.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,107.0,0.0,Unknown,"WHEAT PRODUCTS (54%) [WHEAT FLOUR (ATTA), WHEAT BRAN&BROKEN WHEAT], OIL SEEDS-5% (LINSEED, SESAME, SUNFLOWER AND WATER-MELON) YEAST, RAGI FLOUR (2%), ROLLED OATS (2%), VITAL GLUTEN, SUGAR, SOYA FLAKES (1.2%), IODISED SALT, REFINED PALMOLEIN OIL, PRESERVATIVE (282), EMULSIFIERS [472e, 471, 481 (1)], ACIDITY REGULATOR (260) AND FLOUR TREATMENT AGENT (510). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT GLUTEN, CATS AND SOYA.",Britannia,c,FOOD_001954,0.35714285714285715
OFF_8901063343450,Brown Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,248.0,7.9,1.5,51.6,3.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,54.6,0.0,Unknown,,Britania,unknown,FOOD_001955,0.35714285714285715
OFF_8901063344129,Whole Wheat Sandwich Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,245.0,8.3,2.0,50.7,4.4,0.0,478.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,55.1,0.0,Unknown,,Britannia,c,FOOD_001956,0.35714285714285715
OFF_8901063344495,High Fiber Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,240.0,8.7,2.8,49.5,9.0,0.0,467.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,58.5,0.0,Unknown,,Britannia,unknown,FOOD_001957,0.35714285714285715
OFF_8901063344983,Brown Bread,,Cereals_Millets,OpenFoodFacts,Packaged_Food,100,246.0,7.7,1.5,51.8,2.8,0.0,492.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,54.599999999999994,0.0,Unknown,"WATER, WHEAT FLOUR (ATTA) (32.2%), REFINED WHEAT FLOUR (MAIDA), YEAST, SUGAR, BAKERY PREMIX, IODISED SALT, VITAL GLUTEN, REFINED SOYABEAN OIL AND VITAMINS*.",Britannia,c,FOOD_001958,0.35714285714285715
